image,class_id,species,breed_id
english_cocker_spaniel_49,13,2,7
newfoundland_161,23,2,16
great_pyrenees_67,16,2,10
Egyptian_Mau_222,12,1,6
Birman_162,7,1,3
British_Shorthair_113,10,1,5
pomeranian_68,25,2,17
scottish_terrier_146,31,2,21
yorkshire_terrier_8,37,2,25
basset_hound_195,4,2,3
samoyed_97,30,2,20
Sphynx_213,34,1,12
chihuahua_186,11,2,6
beagle_39,5,2,4
staffordshire_bull_terrier_41,35,2,23
english_setter_159,14,2,8
Egyptian_Mau_13,12,1,6
leonberger_35,20,2,14
yorkshire_terrier_75,37,2,25
Siamese_98,33,1,11
scottish_terrier_23,31,2,21
saint_bernard_146,29,2,19
Ragdoll_194,27,1,9
British_Shorthair_199,10,1,5
saint_bernard_39,29,2,19
Birman_93,7,1,3
samoyed_38,30,2,20
pomeranian_134,25,2,17
Bombay_12,8,1,4
scottish_terrier_17,31,2,21
British_Shorthair_267,10,1,5
english_cocker_spaniel_117,13,2,7
Bombay_131,8,1,4
staffordshire_bull_terrier_77,35,2,23
miniature_pinscher_187,22,2,15
British_Shorthair_128,10,1,5
leonberger_119,20,2,14
keeshond_15,19,2,13
beagle_92,5,2,4
beagle_199,5,2,4
Bengal_180,6,1,2
pug_134,26,2,18
Russian_Blue_49,28,1,10
great_pyrenees_19,16,2,10
newfoundland_114,23,2,16
Siamese_198,33,1,11
Sphynx_198,34,1,12
Birman_33,7,1,3
american_bulldog_38,2,2,1
Persian_137,24,1,8
leonberger_178,20,2,14
miniature_pinscher_166,22,2,15
Ragdoll_175,27,1,9
keeshond_150,19,2,13
american_bulldog_194,2,2,1
Persian_40,24,1,8
newfoundland_100,23,2,16
english_cocker_spaniel_7,13,2,7
great_pyrenees_79,16,2,10
Maine_Coon_211,21,1,7
keeshond_74,19,2,13
pomeranian_154,25,2,17
japanese_chin_82,18,2,12
Siamese_232,33,1,11
saint_bernard_54,29,2,19
Abyssinian_98,1,1,1
yorkshire_terrier_21,37,2,25
Siamese_152,33,1,11
american_bulldog_146,2,2,1
leonberger_56,20,2,14
Maine_Coon_163,21,1,7
Siamese_67,33,1,11
Birman_172,7,1,3
basset_hound_161,4,2,3
havanese_66,17,2,11
english_cocker_spaniel_183,13,2,7
Russian_Blue_258,28,1,10
Abyssinian_175,1,1,1
shiba_inu_90,32,2,22
Birman_196,7,1,3
yorkshire_terrier_35,37,2,25
leonberger_164,20,2,14
Siamese_163,33,1,11
Bengal_16,6,1,2
Bombay_4,8,1,4
havanese_166,17,2,11
scottish_terrier_28,31,2,21
miniature_pinscher_28,22,2,15
german_shorthaired_143,15,2,9
english_setter_116,14,2,8
leonberger_199,20,2,14
saint_bernard_93,29,2,19
basset_hound_71,4,2,3
english_cocker_spaniel_133,13,2,7
pomeranian_9,25,2,17
chihuahua_85,11,2,6
Birman_2,7,1,3
saint_bernard_165,29,2,19
Abyssinian_109,1,1,1
Russian_Blue_75,28,1,10
Ragdoll_168,27,1,9
leonberger_85,20,2,14
Abyssinian_20,1,1,1
pomeranian_43,25,2,17
chihuahua_44,11,2,6
boxer_73,9,2,5
american_bulldog_82,2,2,1
Sphynx_24,34,1,12
japanese_chin_53,18,2,12
Persian_16,24,1,8
shiba_inu_122,32,2,22
Ragdoll_94,27,1,9
British_Shorthair_203,10,1,5
Persian_260,24,1,8
staffordshire_bull_terrier_101,35,2,23
Sphynx_18,34,1,12
basset_hound_31,4,2,3
newfoundland_132,23,2,16
Ragdoll_118,27,1,9
pomeranian_32,25,2,17
Sphynx_145,34,1,12
great_pyrenees_62,16,2,10
american_pit_bull_terrier_115,3,2,2
Sphynx_46,34,1,12
boxer_130,9,2,5
wheaten_terrier_178,36,2,24
american_pit_bull_terrier_81,3,2,2
shiba_inu_34,32,2,22
english_cocker_spaniel_161,13,2,7
newfoundland_53,23,2,16
japanese_chin_78,18,2,12
japanese_chin_151,18,2,12
leonberger_169,20,2,14
British_Shorthair_95,10,1,5
Sphynx_98,34,1,12
pug_86,26,2,18
keeshond_165,19,2,13
keeshond_41,19,2,13
leonberger_57,20,2,14
japanese_chin_69,18,2,12
Siamese_231,33,1,11
saint_bernard_166,29,2,19
Birman_151,7,1,3
miniature_pinscher_86,22,2,15
Egyptian_Mau_29,12,1,6
Ragdoll_141,27,1,9
great_pyrenees_140,16,2,10
english_cocker_spaniel_132,13,2,7
Bengal_35,6,1,2
keeshond_18,19,2,13
yorkshire_terrier_22,37,2,25
Ragdoll_162,27,1,9
beagle_38,5,2,4
shiba_inu_116,32,2,22
great_pyrenees_112,16,2,10
basset_hound_194,4,2,3
yorkshire_terrier_42,37,2,25
newfoundland_125,23,2,16
leonberger_94,20,2,14
english_cocker_spaniel_169,13,2,7
scottish_terrier_53,31,2,21
Sphynx_143,34,1,12
pug_145,26,2,18
keeshond_30,19,2,13
english_setter_3,14,2,8
english_setter_138,14,2,8
samoyed_172,30,2,20
boxer_17,9,2,5
yorkshire_terrier_197,37,2,25
pomeranian_152,25,2,17
american_bulldog_126,2,2,1
pug_74,26,2,18
yorkshire_terrier_90,37,2,25
newfoundland_12,23,2,16
leonberger_79,20,2,14
leonberger_102,20,2,14
japanese_chin_141,18,2,12
shiba_inu_202,32,2,22
Egyptian_Mau_7,12,1,6
saint_bernard_195,29,2,19
samoyed_91,30,2,20
german_shorthaired_30,15,2,9
boxer_200,9,2,5
samoyed_108,30,2,20
Maine_Coon_126,21,1,7
Sphynx_107,34,1,12
newfoundland_157,23,2,16
Bengal_69,6,1,2
newfoundland_34,23,2,16
pomeranian_61,25,2,17
leonberger_52,20,2,14
samoyed_134,30,2,20
wheaten_terrier_160,36,2,24
german_shorthaired_117,15,2,9
yorkshire_terrier_97,37,2,25
British_Shorthair_100,10,1,5
samoyed_36,30,2,20
pug_159,26,2,18
saint_bernard_140,29,2,19
staffordshire_bull_terrier_42,35,2,23
basset_hound_162,4,2,3
beagle_150,5,2,4
english_cocker_spaniel_144,13,2,7
german_shorthaired_98,15,2,9
miniature_pinscher_155,22,2,15
samoyed_65,30,2,20
Egyptian_Mau_148,12,1,6
american_pit_bull_terrier_35,3,2,2
saint_bernard_63,29,2,19
Maine_Coon_85,21,1,7
Egyptian_Mau_181,12,1,6
Abyssinian_47,1,1,1
Persian_152,24,1,8
Bombay_62,8,1,4
havanese_82,17,2,11
shiba_inu_77,32,2,22
staffordshire_bull_terrier_75,35,2,23
Bombay_180,8,1,4
Persian_84,24,1,8
Russian_Blue_51,28,1,10
beagle_126,5,2,4
english_setter_6,14,2,8
leonberger_54,20,2,14
saint_bernard_81,29,2,19
scottish_terrier_193,31,2,21
pug_184,26,2,18
Birman_13,7,1,3
keeshond_61,19,2,13
basset_hound_91,4,2,3
keeshond_49,19,2,13
chihuahua_52,11,2,6
Egyptian_Mau_141,12,1,6
Maine_Coon_105,21,1,7
staffordshire_bull_terrier_183,35,2,23
newfoundland_168,23,2,16
great_pyrenees_75,16,2,10
Bombay_90,8,1,4
english_setter_7,14,2,8
pug_30,26,2,18
Sphynx_252,34,1,12
Russian_Blue_100,28,1,10
chihuahua_146,11,2,6
pug_92,26,2,18
Maine_Coon_205,21,1,7
basset_hound_166,4,2,3
Bengal_164,6,1,2
beagle_46,5,2,4
boxer_19,9,2,5
Egyptian_Mau_182,12,1,6
shiba_inu_105,32,2,22
Sphynx_125,34,1,12
pomeranian_161,25,2,17
British_Shorthair_42,10,1,5
japanese_chin_181,18,2,12
wheaten_terrier_35,36,2,24
japanese_chin_89,18,2,12
basset_hound_33,4,2,3
Persian_129,24,1,8
saint_bernard_144,29,2,19
basset_hound_88,4,2,3
great_pyrenees_73,16,2,10
Ragdoll_3,27,1,9
Siamese_31,33,1,11
wheaten_terrier_172,36,2,24
english_setter_101,14,2,8
american_bulldog_3,2,2,1
Maine_Coon_244,21,1,7
samoyed_105,30,2,20
staffordshire_bull_terrier_154,35,2,23
pomeranian_3,25,2,17
yorkshire_terrier_88,37,2,25
Birman_32,7,1,3
scottish_terrier_60,31,2,21
Persian_194,24,1,8
shiba_inu_26,32,2,22
shiba_inu_180,32,2,22
Maine_Coon_26,21,1,7
great_pyrenees_145,16,2,10
shiba_inu_193,32,2,22
wheaten_terrier_187,36,2,24
Persian_1,24,1,8
yorkshire_terrier_122,37,2,25
english_cocker_spaniel_160,13,2,7
Bombay_136,8,1,4
Egyptian_Mau_89,12,1,6
english_cocker_spaniel_198,13,2,7
Ragdoll_152,27,1,9
english_setter_108,14,2,8
Maine_Coon_37,21,1,7
chihuahua_158,11,2,6
great_pyrenees_170,16,2,10
Abyssinian_81,1,1,1
chihuahua_188,11,2,6
american_bulldog_151,2,2,1
shiba_inu_25,32,2,22
Ragdoll_203,27,1,9
shiba_inu_135,32,2,22
english_setter_97,14,2,8
saint_bernard_88,29,2,19
Sphynx_44,34,1,12
miniature_pinscher_72,22,2,15
great_pyrenees_93,16,2,10
Bombay_181,8,1,4
boxer_33,9,2,5
miniature_pinscher_64,22,2,15
saint_bernard_5,29,2,19
Ragdoll_64,27,1,9
miniature_pinscher_120,22,2,15
beagle_115,5,2,4
Bombay_18,8,1,4
keeshond_31,19,2,13
japanese_chin_30,18,2,12
miniature_pinscher_79,22,2,15
Egyptian_Mau_155,12,1,6
Egyptian_Mau_213,12,1,6
yorkshire_terrier_56,37,2,25
basset_hound_81,4,2,3
german_shorthaired_108,15,2,9
Egyptian_Mau_68,12,1,6
Bengal_85,6,1,2
yorkshire_terrier_24,37,2,25
Siamese_159,33,1,11
newfoundland_194,23,2,16
Bengal_126,6,1,2
Sphynx_11,34,1,12
wheaten_terrier_13,36,2,24
newfoundland_186,23,2,16
keeshond_194,19,2,13
boxer_13,9,2,5
chihuahua_81,11,2,6
keeshond_37,19,2,13
leonberger_105,20,2,14
Maine_Coon_208,21,1,7
yorkshire_terrier_126,37,2,25
Sphynx_193,34,1,12
leonberger_136,20,2,14
Abyssinian_63,1,1,1
Sphynx_212,34,1,12
samoyed_110,30,2,20
miniature_pinscher_182,22,2,15
havanese_31,17,2,11
keeshond_85,19,2,13
samoyed_3,30,2,20
Bombay_194,8,1,4
Persian_256,24,1,8
american_bulldog_70,2,2,1
Russian_Blue_180,28,1,10
Siamese_158,33,1,11
american_pit_bull_terrier_36,3,2,2
Birman_67,7,1,3
Russian_Blue_70,28,1,10
wheaten_terrier_119,36,2,24
pomeranian_190,25,2,17
Russian_Blue_53,28,1,10
British_Shorthair_154,10,1,5
great_pyrenees_127,16,2,10
german_shorthaired_105,15,2,9
basset_hound_82,4,2,3
american_pit_bull_terrier_22,3,2,2
Birman_54,7,1,3
pug_169,26,2,18
staffordshire_bull_terrier_121,35,2,23
keeshond_77,19,2,13
samoyed_8,30,2,20
Russian_Blue_120,28,1,10
beagle_109,5,2,4
newfoundland_189,23,2,16
wheaten_terrier_70,36,2,24
beagle_77,5,2,4
Russian_Blue_154,28,1,10
shiba_inu_108,32,2,22
Russian_Blue_43,28,1,10
samoyed_4,30,2,20
american_bulldog_86,2,2,1
great_pyrenees_102,16,2,10
german_shorthaired_123,15,2,9
wheaten_terrier_138,36,2,24
samoyed_195,30,2,20
basset_hound_18,4,2,3
american_bulldog_202,2,2,1
english_setter_95,14,2,8
pomeranian_13,25,2,17
Birman_169,7,1,3
Egyptian_Mau_35,12,1,6
pomeranian_107,25,2,17
keeshond_93,19,2,13
Persian_39,24,1,8
Abyssinian_66,1,1,1
Bengal_131,6,1,2
great_pyrenees_121,16,2,10
american_pit_bull_terrier_102,3,2,2
pug_197,26,2,18
Bengal_18,6,1,2
american_pit_bull_terrier_153,3,2,2
beagle_118,5,2,4
pug_122,26,2,18
scottish_terrier_149,31,2,21
shiba_inu_102,32,2,22
Ragdoll_115,27,1,9
Russian_Blue_77,28,1,10
american_pit_bull_terrier_26,3,2,2
Siamese_112,33,1,11
samoyed_34,30,2,20
basset_hound_76,4,2,3
Maine_Coon_247,21,1,7
keeshond_10,19,2,13
japanese_chin_168,18,2,12
Bengal_20,6,1,2
miniature_pinscher_169,22,2,15
pug_5,26,2,18
samoyed_189,30,2,20
german_shorthaired_147,15,2,9
staffordshire_bull_terrier_4,35,2,23
pomeranian_71,25,2,17
Sphynx_190,34,1,12
yorkshire_terrier_183,37,2,25
great_pyrenees_172,16,2,10
pug_153,26,2,18
Egyptian_Mau_153,12,1,6
yorkshire_terrier_11,37,2,25
Persian_7,24,1,8
Sphynx_248,34,1,12
english_setter_94,14,2,8
boxer_137,9,2,5
Birman_194,7,1,3
keeshond_158,19,2,13
japanese_chin_116,18,2,12
scottish_terrier_173,31,2,21
Ragdoll_139,27,1,9
saint_bernard_7,29,2,19
pug_131,26,2,18
japanese_chin_147,18,2,12
Sphynx_3,34,1,12
Ragdoll_34,27,1,9
chihuahua_135,11,2,6
samoyed_177,30,2,20
english_setter_182,14,2,8
miniature_pinscher_97,22,2,15
Abyssinian_85,1,1,1
Siamese_81,33,1,11
Birman_147,7,1,3
British_Shorthair_65,10,1,5
english_cocker_spaniel_29,13,2,7
newfoundland_47,23,2,16
Bengal_115,6,1,2
pug_79,26,2,18
wheaten_terrier_145,36,2,24
great_pyrenees_138,16,2,10
Siamese_42,33,1,11
Persian_53,24,1,8
keeshond_67,19,2,13
Bengal_170,6,1,2
Ragdoll_100,27,1,9
american_pit_bull_terrier_113,3,2,2
Bombay_25,8,1,4
staffordshire_bull_terrier_123,35,2,23
Ragdoll_140,27,1,9
leonberger_177,20,2,14
german_shorthaired_175,15,2,9
Ragdoll_158,27,1,9
Bombay_50,8,1,4
miniature_pinscher_96,22,2,15
great_pyrenees_193,16,2,10
english_setter_169,14,2,8
pomeranian_150,25,2,17
beagle_33,5,2,4
chihuahua_151,11,2,6
beagle_186,5,2,4
Birman_144,7,1,3
great_pyrenees_197,16,2,10
saint_bernard_152,29,2,19
Egyptian_Mau_67,12,1,6
Bombay_87,8,1,4
chihuahua_40,11,2,6
boxer_194,9,2,5
Ragdoll_122,27,1,9
beagle_35,5,2,4
Egyptian_Mau_4,12,1,6
boxer_35,9,2,5
Maine_Coon_241,21,1,7
pomeranian_171,25,2,17
american_bulldog_152,2,2,1
Ragdoll_52,27,1,9
Siamese_127,33,1,11
saint_bernard_52,29,2,19
american_bulldog_11,2,2,1
Persian_266,24,1,8
japanese_chin_21,18,2,12
scottish_terrier_114,31,2,21
British_Shorthair_9,10,1,5
staffordshire_bull_terrier_106,35,2,23
saint_bernard_91,29,2,19
yorkshire_terrier_76,37,2,25
american_bulldog_59,2,2,1
Sphynx_169,34,1,12
Persian_120,24,1,8
samoyed_1,30,2,20
Russian_Blue_232,28,1,10
english_setter_161,14,2,8
Egyptian_Mau_27,12,1,6
British_Shorthair_89,10,1,5
Ragdoll_9,27,1,9
scottish_terrier_103,31,2,21
Ragdoll_101,27,1,9
Persian_77,24,1,8
havanese_171,17,2,11
Maine_Coon_147,21,1,7
wheaten_terrier_157,36,2,24
german_shorthaired_96,15,2,9
keeshond_166,19,2,13
american_pit_bull_terrier_19,3,2,2
British_Shorthair_2,10,1,5
Persian_193,24,1,8
Siamese_130,33,1,11
Bengal_73,6,1,2
Persian_42,24,1,8
Birman_158,7,1,3
american_bulldog_71,2,2,1
pug_24,26,2,18
havanese_123,17,2,11
great_pyrenees_183,16,2,10
Maine_Coon_162,21,1,7
Russian_Blue_184,28,1,10
Persian_68,24,1,8
Birman_17,7,1,3
scottish_terrier_63,31,2,21
basset_hound_196,4,2,3
japanese_chin_79,18,2,12
samoyed_29,30,2,20
Abyssinian_27,1,1,1
Sphynx_155,34,1,12
saint_bernard_120,29,2,19
havanese_129,17,2,11
shiba_inu_27,32,2,22
saint_bernard_14,29,2,19
Abyssinian_134,1,1,1
miniature_pinscher_107,22,2,15
shiba_inu_45,32,2,22
miniature_pinscher_44,22,2,15
american_bulldog_169,2,2,1
japanese_chin_43,18,2,12
keeshond_193,19,2,13
Birman_105,7,1,3
japanese_chin_133,18,2,12
yorkshire_terrier_151,37,2,25
american_bulldog_111,2,2,1
saint_bernard_71,29,2,19
shiba_inu_140,32,2,22
american_bulldog_184,2,2,1
basset_hound_132,4,2,3
wheaten_terrier_59,36,2,24
Abyssinian_1,1,1,1
pug_126,26,2,18
Maine_Coon_100,21,1,7
scottish_terrier_58,31,2,21
miniature_pinscher_7,22,2,15
basset_hound_143,4,2,3
boxer_175,9,2,5
german_shorthaired_194,15,2,9
Siamese_195,33,1,11
yorkshire_terrier_86,37,2,25
Egyptian_Mau_146,12,1,6
scottish_terrier_139,31,2,21
Egyptian_Mau_123,12,1,6
pomeranian_86,25,2,17
beagle_29,5,2,4
Bengal_156,6,1,2
Persian_191,24,1,8
english_setter_114,14,2,8
yorkshire_terrier_74,37,2,25
american_pit_bull_terrier_199,3,2,2
japanese_chin_131,18,2,12
beagle_65,5,2,4
Bengal_47,6,1,2
Siamese_168,33,1,11
pomeranian_137,25,2,17
wheaten_terrier_154,36,2,24
newfoundland_127,23,2,16
Ragdoll_127,27,1,9
shiba_inu_163,32,2,22
english_cocker_spaniel_44,13,2,7
Persian_22,24,1,8
pug_80,26,2,18
pomeranian_172,25,2,17
Bombay_31,8,1,4
newfoundland_43,23,2,16
japanese_chin_164,18,2,12
yorkshire_terrier_178,37,2,25
scottish_terrier_131,31,2,21
British_Shorthair_170,10,1,5
basset_hound_145,4,2,3
english_cocker_spaniel_104,13,2,7
american_pit_bull_terrier_152,3,2,2
British_Shorthair_136,10,1,5
beagle_147,5,2,4
boxer_189,9,2,5
Bombay_63,8,1,4
staffordshire_bull_terrier_103,35,2,23
samoyed_111,30,2,20
american_bulldog_40,2,2,1
Bombay_133,8,1,4
havanese_14,17,2,11
Ragdoll_27,27,1,9
scottish_terrier_81,31,2,21
beagle_111,5,2,4
leonberger_20,20,2,14
chihuahua_147,11,2,6
boxer_131,9,2,5
Bengal_77,6,1,2
english_cocker_spaniel_9,13,2,7
basset_hound_73,4,2,3
Bombay_126,8,1,4
english_cocker_spaniel_8,13,2,7
english_setter_48,14,2,8
shiba_inu_31,32,2,22
basset_hound_187,4,2,3
Persian_46,24,1,8
Egyptian_Mau_69,12,1,6
shiba_inu_212,32,2,22
leonberger_172,20,2,14
Bengal_179,6,1,2
miniature_pinscher_136,22,2,15
miniature_pinscher_160,22,2,15
miniature_pinscher_150,22,2,15
yorkshire_terrier_17,37,2,25
chihuahua_66,11,2,6
japanese_chin_134,18,2,12
basset_hound_28,4,2,3
Bengal_32,6,1,2
samoyed_61,30,2,20
samoyed_124,30,2,20
Ragdoll_132,27,1,9
american_pit_bull_terrier_134,3,2,2
miniature_pinscher_55,22,2,15
Russian_Blue_131,28,1,10
yorkshire_terrier_14,37,2,25
basset_hound_101,4,2,3
Abyssinian_15,1,1,1
yorkshire_terrier_34,37,2,25
newfoundland_2,23,2,16
keeshond_186,19,2,13
leonberger_100,20,2,14
american_bulldog_31,2,2,1
saint_bernard_134,29,2,19
scottish_terrier_100,31,2,21
saint_bernard_31,29,2,19
Maine_Coon_206,21,1,7
Egyptian_Mau_186,12,1,6
Egyptian_Mau_90,12,1,6
american_bulldog_37,2,2,1
British_Shorthair_77,10,1,5
Russian_Blue_50,28,1,10
wheaten_terrier_185,36,2,24
pug_35,26,2,18
american_pit_bull_terrier_196,3,2,2
miniature_pinscher_165,22,2,15
pomeranian_131,25,2,17
american_pit_bull_terrier_183,3,2,2
beagle_197,5,2,4
Egyptian_Mau_184,12,1,6
beagle_84,5,2,4
miniature_pinscher_87,22,2,15
leonberger_174,20,2,14
shiba_inu_6,32,2,22
miniature_pinscher_140,22,2,15
pug_138,26,2,18
newfoundland_163,23,2,16
pug_41,26,2,18
Egyptian_Mau_165,12,1,6
miniature_pinscher_49,22,2,15
pug_31,26,2,18
Maine_Coon_263,21,1,7
chihuahua_97,11,2,6
Sphynx_236,34,1,12
Bombay_70,8,1,4
Bengal_105,6,1,2
shiba_inu_194,32,2,22
english_setter_65,14,2,8
yorkshire_terrier_25,37,2,25
samoyed_197,30,2,20
Russian_Blue_123,28,1,10
great_pyrenees_126,16,2,10
pomeranian_165,25,2,17
keeshond_114,19,2,13
British_Shorthair_166,10,1,5
english_setter_26,14,2,8
miniature_pinscher_10,22,2,15
boxer_182,9,2,5
miniature_pinscher_143,22,2,15
chihuahua_138,11,2,6
Sphynx_144,34,1,12
chihuahua_112,11,2,6
pomeranian_196,25,2,17
Russian_Blue_137,28,1,10
yorkshire_terrier_142,37,2,25
havanese_167,17,2,11
german_shorthaired_4,15,2,9
beagle_190,5,2,4
Egyptian_Mau_15,12,1,6
shiba_inu_19,32,2,22
wheaten_terrier_15,36,2,24
Sphynx_34,34,1,12
english_cocker_spaniel_20,13,2,7
pug_147,26,2,18
staffordshire_bull_terrier_36,35,2,23
Abyssinian_115,1,1,1
Russian_Blue_144,28,1,10
pomeranian_120,25,2,17
german_shorthaired_67,15,2,9
Ragdoll_198,27,1,9
yorkshire_terrier_46,37,2,25
Sphynx_142,34,1,12
wheaten_terrier_123,36,2,24
great_pyrenees_49,16,2,10
samoyed_154,30,2,20
boxer_38,9,2,5
saint_bernard_172,29,2,19
samoyed_81,30,2,20
english_setter_103,14,2,8
basset_hound_146,4,2,3
american_pit_bull_terrier_123,3,2,2
basset_hound_140,4,2,3
Egyptian_Mau_179,12,1,6
american_pit_bull_terrier_16,3,2,2
Maine_Coon_46,21,1,7
staffordshire_bull_terrier_169,35,2,23
Persian_3,24,1,8
Maine_Coon_117,21,1,7
Birman_152,7,1,3
Sphynx_122,34,1,12
wheaten_terrier_192,36,2,24
english_cocker_spaniel_165,13,2,7
wheaten_terrier_200,36,2,24
Russian_Blue_155,28,1,10
Egyptian_Mau_152,12,1,6
British_Shorthair_64,10,1,5
leonberger_64,20,2,14
shiba_inu_131,32,2,22
shiba_inu_179,32,2,22
Birman_117,7,1,3
Persian_200,24,1,8
boxer_34,9,2,5
Bengal_34,6,1,2
yorkshire_terrier_43,37,2,25
havanese_69,17,2,11
Abyssinian_139,1,1,1
pomeranian_135,25,2,17
keeshond_82,19,2,13
havanese_191,17,2,11
leonberger_191,20,2,14
american_pit_bull_terrier_6,3,2,2
english_setter_47,14,2,8
yorkshire_terrier_65,37,2,25
Persian_131,24,1,8
Siamese_189,33,1,11
scottish_terrier_190,31,2,21
saint_bernard_75,29,2,19
american_pit_bull_terrier_198,3,2,2
Bombay_33,8,1,4
pomeranian_122,25,2,17
Sphynx_229,34,1,12
saint_bernard_107,29,2,19
basset_hound_63,4,2,3
Sphynx_153,34,1,12
Bengal_197,6,1,2
miniature_pinscher_38,22,2,15
american_bulldog_48,2,2,1
english_cocker_spaniel_21,13,2,7
german_shorthaired_26,15,2,9
wheaten_terrier_5,36,2,24
shiba_inu_127,32,2,22
havanese_180,17,2,11
japanese_chin_73,18,2,12
basset_hound_21,4,2,3
yorkshire_terrier_6,37,2,25
newfoundland_52,23,2,16
great_pyrenees_144,16,2,10
basset_hound_30,4,2,3
Maine_Coon_68,21,1,7
english_setter_195,14,2,8
pomeranian_132,25,2,17
Bengal_192,6,1,2
american_bulldog_177,2,2,1
samoyed_56,30,2,20
Abyssinian_60,1,1,1
Bombay_112,8,1,4
Sphynx_137,34,1,12
chihuahua_156,11,2,6
Persian_5,24,1,8
newfoundland_98,23,2,16
english_cocker_spaniel_56,13,2,7
leonberger_197,20,2,14
yorkshire_terrier_166,37,2,25
Maine_Coon_36,21,1,7
german_shorthaired_80,15,2,9
japanese_chin_167,18,2,12
newfoundland_65,23,2,16
great_pyrenees_14,16,2,10
Birman_90,7,1,3
Birman_141,7,1,3
havanese_42,17,2,11
Bombay_72,8,1,4
german_shorthaired_131,15,2,9
newfoundland_22,23,2,16
saint_bernard_143,29,2,19
Sphynx_25,34,1,12
boxer_29,9,2,5
english_setter_40,14,2,8
pomeranian_174,25,2,17
american_bulldog_128,2,2,1
staffordshire_bull_terrier_125,35,2,23
shiba_inu_168,32,2,22
Abyssinian_179,1,1,1
shiba_inu_118,32,2,22
leonberger_163,20,2,14
Siamese_228,33,1,11
pomeranian_70,25,2,17
Egyptian_Mau_34,12,1,6
Persian_4,24,1,8
english_setter_129,14,2,8
wheaten_terrier_124,36,2,24
pug_165,26,2,18
Birman_197,7,1,3
havanese_45,17,2,11
staffordshire_bull_terrier_14,35,2,23
leonberger_138,20,2,14
Maine_Coon_192,21,1,7
Abyssinian_158,1,1,1
saint_bernard_110,29,2,19
wheaten_terrier_25,36,2,24
beagle_172,5,2,4
beagle_24,5,2,4
shiba_inu_47,32,2,22
Birman_40,7,1,3
leonberger_16,20,2,14
american_pit_bull_terrier_77,3,2,2
german_shorthaired_110,15,2,9
scottish_terrier_52,31,2,21
samoyed_122,30,2,20
Maine_Coon_7,21,1,7
english_setter_92,14,2,8
Birman_79,7,1,3
great_pyrenees_195,16,2,10
Russian_Blue_9,28,1,10
saint_bernard_25,29,2,19
British_Shorthair_163,10,1,5
Sphynx_56,34,1,12
american_bulldog_34,2,2,1
havanese_103,17,2,11
shiba_inu_192,32,2,22
Persian_134,24,1,8
Abyssinian_120,1,1,1
pug_87,26,2,18
saint_bernard_155,29,2,19
scottish_terrier_195,31,2,21
basset_hound_20,4,2,3
staffordshire_bull_terrier_100,35,2,23
samoyed_115,30,2,20
american_pit_bull_terrier_28,3,2,2
Siamese_74,33,1,11
staffordshire_bull_terrier_128,35,2,23
Egyptian_Mau_162,12,1,6
Russian_Blue_35,28,1,10
staffordshire_bull_terrier_49,35,2,23
samoyed_41,30,2,20
beagle_174,5,2,4
great_pyrenees_80,16,2,10
Birman_170,7,1,3
basset_hound_134,4,2,3
pomeranian_30,25,2,17
wheaten_terrier_75,36,2,24
Egyptian_Mau_105,12,1,6
leonberger_50,20,2,14
shiba_inu_112,32,2,22
Siamese_247,33,1,11
Persian_98,24,1,8
Egyptian_Mau_95,12,1,6
american_bulldog_174,2,2,1
pug_150,26,2,18
saint_bernard_171,29,2,19
pug_201,26,2,18
boxer_141,9,2,5
yorkshire_terrier_28,37,2,25
keeshond_101,19,2,13
german_shorthaired_118,15,2,9
staffordshire_bull_terrier_144,35,2,23
pug_4,26,2,18
american_bulldog_161,2,2,1
leonberger_27,20,2,14
Egyptian_Mau_198,12,1,6
yorkshire_terrier_59,37,2,25
pomeranian_176,25,2,17
British_Shorthair_175,10,1,5
Egyptian_Mau_193,12,1,6
pug_28,26,2,18
saint_bernard_95,29,2,19
Maine_Coon_213,21,1,7
chihuahua_55,11,2,6
yorkshire_terrier_157,37,2,25
Persian_190,24,1,8
Bengal_166,6,1,2
japanese_chin_55,18,2,12
german_shorthaired_84,15,2,9
British_Shorthair_87,10,1,5
leonberger_152,20,2,14
Siamese_85,33,1,11
miniature_pinscher_94,22,2,15
american_pit_bull_terrier_20,3,2,2
pomeranian_173,25,2,17
beagle_83,5,2,4
newfoundland_128,23,2,16
newfoundland_190,23,2,16
Ragdoll_190,27,1,9
english_cocker_spaniel_171,13,2,7
Sphynx_192,34,1,12
Abyssinian_8,1,1,1
Ragdoll_24,27,1,9
chihuahua_125,11,2,6
basset_hound_173,4,2,3
wheaten_terrier_16,36,2,24
great_pyrenees_169,16,2,10
Abyssinian_62,1,1,1
chihuahua_29,11,2,6
english_setter_183,14,2,8
pomeranian_149,25,2,17
samoyed_78,30,2,20
Ragdoll_180,27,1,9
shiba_inu_115,32,2,22
Siamese_34,33,1,11
american_pit_bull_terrier_67,3,2,2
english_setter_172,14,2,8
havanese_172,17,2,11
english_cocker_spaniel_32,13,2,7
Bombay_60,8,1,4
leonberger_118,20,2,14
staffordshire_bull_terrier_136,35,2,23
Bombay_106,8,1,4
Russian_Blue_222,28,1,10
beagle_145,5,2,4
Maine_Coon_1,21,1,7
pomeranian_12,25,2,17
Bombay_74,8,1,4
english_cocker_spaniel_176,13,2,7
japanese_chin_159,18,2,12
boxer_66,9,2,5
